statecode,countycode,v176_rawvalue,v176_capitol_name
27,081,NA,NA
27,083,NA,NA
27,085,NA,NA
27,087,NA,NA
27,089,NA,NA
27,091,NA,NA
27,093,NA,NA
27,095,NA,NA
27,097,NA,NA
27,099,NA,NA
27,101,NA,NA
27,103,NA,NA
27,105,NA,NA
27,107,NA,NA
27,109,NA,NA
27,111,NA,NA
27,113,NA,NA
27,115,NA,NA
27,117,NA,NA
27,119,NA,NA
27,121,NA,NA
27,123,1,St. Paul
27,125,NA,NA
27,127,NA,NA
27,129,NA,NA
27,131,NA,NA
27,133,NA,NA
27,135,NA,NA
27,137,NA,NA
27,139,NA,NA
27,141,NA,NA
27,143,NA,NA
27,145,NA,NA
27,147,NA,NA
27,149,NA,NA
27,151,NA,NA
27,153,NA,NA
27,155,NA,NA
27,157,NA,NA
27,159,NA,NA
27,161,NA,NA
27,163,NA,NA
27,165,NA,NA
27,167,NA,NA
27,169,NA,NA
27,171,NA,NA
27,173,NA,NA
28,000,NA,NA
28,001,NA,NA
28,003,NA,NA
28,005,NA,NA
28,007,NA,NA
28,009,NA,NA
28,011,NA,NA
28,013,NA,NA
28,015,NA,NA
28,017,NA,NA
28,019,NA,NA
28,021,NA,NA
28,023,NA,NA
28,025,NA,NA
28,027,NA,NA
28,029,NA,NA
28,031,NA,NA
28,033,NA,NA
28,035,NA,NA
28,037,NA,NA
28,039,NA,NA
28,041,NA,NA
28,043,NA,NA
28,045,NA,NA
28,047,NA,NA
28,049,1,Jackson
28,051,NA,NA
28,053,NA,NA
28,055,NA,NA
28,057,NA,NA
28,059,NA,NA
28,061,NA,NA
28,063,NA,NA
28,065,NA,NA
28,067,NA,NA
28,069,NA,NA
28,071,NA,NA
28,073,NA,NA
28,075,NA,NA
28,077,NA,NA
28,079,NA,NA
28,081,NA,NA
28,083,NA,NA
28,085,NA,NA
28,087,NA,NA
28,089,1,Jackson
28,091,NA,NA
28,093,NA,NA
28,095,NA,NA
28,097,NA,NA
28,099,NA,NA
28,101,NA,NA
28,103,NA,NA
28,105,NA,NA
28,107,NA,NA
28,109,NA,NA
28,111,NA,NA
28,113,NA,NA
28,115,NA,NA
28,117,NA,NA
28,119,NA,NA
28,121,1,Jackson
28,123,NA,NA
28,125,NA,NA
28,127,NA,NA
28,129,NA,NA
28,131,NA,NA
28,133,NA,NA
28,135,NA,NA
28,137,NA,NA
28,139,NA,NA
28,141,NA,NA
28,143,NA,NA
28,145,NA,NA
28,147,NA,NA
28,149,NA,NA
28,151,NA,NA
28,153,NA,NA
28,155,NA,NA
28,157,NA,NA
28,159,NA,NA
28,161,NA,NA
28,163,NA,NA
29,000,NA,NA
29,001,NA,NA
29,003,NA,NA
29,005,NA,NA
29,007,NA,NA
29,009,NA,NA
29,011,NA,NA
29,013,NA,NA
29,015,NA,NA
29,017,NA,NA
29,019,NA,NA
29,021,NA,NA
29,023,NA,NA
29,025,NA,NA
29,027,1,Jefferson City
29,029,NA,NA
29,031,NA,NA
29,033,NA,NA
29,035,NA,NA
29,037,NA,NA
29,039,NA,NA
29,041,NA,NA
29,043,NA,NA
29,045,NA,NA
29,047,NA,NA
29,049,NA,NA
29,051,1,Jefferson City
29,053,NA,NA
29,055,NA,NA
29,057,NA,NA
29,059,NA,NA
29,061,NA,NA
29,063,NA,NA
29,065,NA,NA
29,067,NA,NA
29,069,NA,NA
29,071,NA,NA
29,073,NA,NA
29,075,NA,NA
29,077,NA,NA
29,079,NA,NA
29,081,NA,NA
29,083,NA,NA
29,085,NA,NA
29,087,NA,NA
29,089,NA,NA
29,091,NA,NA
29,093,NA,NA
29,095,NA,NA
29,097,NA,NA
29,099,NA,NA
29,101,NA,NA
29,103,NA,NA
29,105,NA,NA
29,107,NA,NA
29,109,NA,NA
29,111,NA,NA
29,113,NA,NA
29,115,NA,NA
29,117,NA,NA
29,119,NA,NA
29,121,NA,NA
29,123,NA,NA
29,125,NA,NA
29,127,NA,NA
29,129,NA,NA
29,131,NA,NA
29,133,NA,NA
29,135,NA,NA
29,137,NA,NA
29,139,NA,NA
29,141,NA,NA
29,143,NA,NA
29,145,NA,NA
29,147,NA,NA
29,149,NA,NA
29,151,NA,NA
29,153,NA,NA
29,155,NA,NA
29,157,NA,NA
29,159,NA,NA
29,161,NA,NA
29,163,NA,NA
29,165,NA,NA
29,167,NA,NA
29,169,NA,NA
29,171,NA,NA
29,173,NA,NA
29,175,NA,NA
29,177,NA,NA
29,179,NA,NA
29,181,NA,NA
29,183,NA,NA
29,185,NA,NA
29,186,NA,NA
29,187,NA,NA
29,189,NA,NA
29,195,NA,NA
29,197,NA,NA
29,199,NA,NA
29,201,NA,NA
29,203,NA,NA
29,205,NA,NA
29,207,NA,NA
29,209,NA,NA
29,211,NA,NA
29,213,NA,NA
29,215,NA,NA
29,217,NA,NA
29,219,NA,NA
29,221,NA,NA
29,223,NA,NA
29,225,NA,NA
29,227,NA,NA
29,229,NA,NA
29,510,NA,NA
30,000,NA,NA
30,001,NA,NA
30,003,NA,NA
30,005,NA,NA
30,007,NA,NA
30,009,NA,NA
30,011,NA,NA
30,013,NA,NA
30,015,NA,NA
30,017,NA,NA
30,019,NA,NA
30,021,NA,NA
30,023,NA,NA
30,025,NA,NA
30,027,NA,NA
30,029,NA,NA
30,031,NA,NA
30,033,NA,NA
30,035,NA,NA
30,037,NA,NA
30,039,NA,NA
30,041,NA,NA
30,043,NA,NA
30,045,NA,NA
30,047,NA,NA
30,049,1,Helena
30,051,NA,NA
30,053,NA,NA
30,055,NA,NA
30,057,NA,NA
30,059,NA,NA
30,061,NA,NA
30,063,NA,NA
30,065,NA,NA
30,067,NA,NA
30,069,NA,NA
30,071,NA,NA
30,073,NA,NA
30,075,NA,NA
30,077,NA,NA
30,079,NA,NA
30,081,NA,NA
30,083,NA,NA
30,085,NA,NA
30,087,NA,NA
30,089,NA,NA
30,091,NA,NA
30,093,NA,NA
30,095,NA,NA
30,097,NA,NA
30,099,NA,NA
30,101,NA,NA
30,103,NA,NA
30,105,NA,NA
30,107,NA,NA
30,109,NA,NA
30,111,NA,NA
31,000,NA,NA
31,001,NA,NA
31,003,NA,NA
31,005,NA,NA
31,007,NA,NA
31,009,NA,NA
31,011,NA,NA
31,013,NA,NA
31,015,NA,NA
31,017,NA,NA
31,019,NA,NA
31,021,NA,NA
31,023,NA,NA
31,025,NA,NA
31,027,NA,NA
31,029,NA,NA
31,031,NA,NA
31,033,NA,NA
31,035,NA,NA
31,037,NA,NA
31,039,NA,NA
31,041,NA,NA
31,043,NA,NA
31,045,NA,NA
31,047,NA,NA
31,049,NA,NA
31,051,NA,NA
31,053,NA,NA
31,055,NA,NA
31,057,NA,NA
31,059,NA,NA
31,061,NA,NA
31,063,NA,NA
31,065,NA,NA
31,067,NA,NA
31,069,NA,NA
31,071,NA,NA
31,073,NA,NA
31,075,NA,NA
31,077,NA,NA
31,079,NA,NA
31,081,NA,NA
31,083,NA,NA
31,085,NA,NA
31,087,NA,NA
31,089,NA,NA
31,091,NA,NA
31,093,NA,NA
31,095,NA,NA
31,097,NA,NA
31,099,NA,NA
31,101,NA,NA
31,103,NA,NA
31,105,NA,NA
31,107,NA,NA
31,109,1,Lincoln
31,111,NA,NA
31,113,NA,NA
31,115,NA,NA
31,117,NA,NA
31,119,NA,NA
31,121,NA,NA
31,123,NA,NA
31,125,NA,NA
31,127,NA,NA
31,129,NA,NA
31,131,NA,NA
31,133,NA,NA
31,135,NA,NA
31,137,NA,NA
31,139,NA,NA
31,141,NA,NA
31,143,NA,NA
31,145,NA,NA
31,147,NA,NA
31,149,NA,NA
31,151,NA,NA
31,153,NA,NA
31,155,NA,NA
31,157,NA,NA
31,159,NA,NA
31,161,NA,NA
31,163,NA,NA
31,165,NA,NA
31,167,NA,NA
31,169,NA,NA
31,171,NA,NA
31,173,NA,NA
31,175,NA,NA
31,177,NA,NA
31,179,NA,NA
31,181,NA,NA
31,183,NA,NA
31,185,NA,NA
32,000,NA,NA
32,001,NA,NA
32,003,NA,NA
32,005,NA,NA
32,007,NA,NA
32,009,NA,NA
32,011,NA,NA
32,013,NA,NA
32,015,NA,NA
32,017,NA,NA
32,019,NA,NA
32,021,NA,NA
32,023,NA,NA
32,027,NA,NA
32,029,NA,NA
32,031,NA,NA
32,033,NA,NA
32,510,1,Carson City
33,000,NA,NA
33,001,NA,NA
33,003,NA,NA
33,005,NA,NA
33,007,NA,NA
33,009,NA,NA
33,011,NA,NA
33,013,1,Concord
33,015,NA,NA
33,017,NA,NA
33,019,NA,NA
34,000,NA,NA
34,001,NA,NA
34,003,NA,NA
34,005,NA,NA
34,007,NA,NA
34,009,NA,NA
34,011,NA,NA
34,013,NA,NA
34,015,NA,NA
34,017,NA,NA
34,019,NA,NA
34,021,1,Trenton
34,023,NA,NA
34,025,NA,NA
34,027,NA,NA
34,029,NA,NA
34,031,NA,NA
34,033,NA,NA
34,035,NA,NA
34,037,NA,NA
34,039,NA,NA
34,041,NA,NA
35,000,NA,NA
35,001,NA,NA
35,003,NA,NA
35,005,NA,NA
35,006,NA,NA
35,007,NA,NA
35,009,NA,NA
35,011,NA,NA
35,013,NA,NA
35,015,NA,NA
35,017,NA,NA
35,019,NA,NA
35,021,NA,NA
35,023,NA,NA
35,025,NA,NA
35,027,NA,NA
35,028,NA,NA
35,029,NA,NA
35,031,NA,NA
35,033,NA,NA
35,035,NA,NA
35,037,NA,NA
35,039,NA,NA
35,041,NA,NA
35,043,NA,NA
35,045,NA,NA
35,047,NA,NA
35,049,1,Santa Fe
35,051,NA,NA
35,053,NA,NA
35,055,NA,NA
35,057,NA,NA
35,059,NA,NA
35,061,NA,NA
36,000,NA,NA
36,001,1,Albany
36,003,NA,NA
36,005,NA,NA
36,007,NA,NA
36,009,NA,NA
36,011,NA,NA
36,013,NA,NA
36,015,NA,NA
36,017,NA,NA
36,019,NA,NA
36,021,NA,NA
36,023,NA,NA
36,025,NA,NA
36,027,NA,NA
36,029,NA,NA
36,031,NA,NA
36,033,NA,NA
36,035,NA,NA
36,037,NA,NA
36,039,NA,NA
36,041,NA,NA
36,043,NA,NA
36,045,NA,NA
36,047,NA,NA
36,049,NA,NA
36,051,NA,NA
36,053,NA,NA
36,055,NA,NA
36,057,NA,NA
36,059,NA,NA
36,061,NA,NA
36,063,NA,NA
36,065,NA,NA
36,067,NA,NA
36,069,NA,NA
36,071,NA,NA
36,073,NA,NA
36,075,NA,NA
36,077,NA,NA
36,079,NA,NA
36,081,NA,NA
36,083,NA,NA
36,085,NA,NA
36,087,NA,NA
36,089,NA,NA
36,091,NA,NA
36,093,NA,NA
36,095,NA,NA
36,097,NA,NA
36,099,NA,NA
36,101,NA,NA
36,103,NA,NA
36,105,NA,NA
36,107,NA,NA
36,109,NA,NA
36,111,NA,NA
36,113,NA,NA
36,115,NA,NA
36,117,NA,NA
36,119,NA,NA
36,121,NA,NA
36,123,NA,NA
37,000,NA,NA
37,001,NA,NA
37,003,NA,NA
37,005,NA,NA
37,007,NA,NA
37,009,NA,NA
37,011,NA,NA
37,013,NA,NA
37,015,NA,NA
37,017,NA,NA
37,019,NA,NA
37,021,NA,NA
37,023,NA,NA
37,025,NA,NA
37,027,NA,NA
37,029,NA,NA
37,031,NA,NA
37,033,NA,NA
37,035,NA,NA
37,037,NA,NA
37,039,NA,NA
37,041,NA,NA
37,043,NA,NA
37,045,NA,NA
37,047,NA,NA
37,049,NA,NA
37,051,NA,NA
37,053,NA,NA
37,055,NA,NA
37,057,NA,NA
37,059,NA,NA
37,061,NA,NA
37,063,1,Raleigh
37,065,NA,NA
37,067,NA,NA
37,069,NA,NA
37,071,NA,NA
37,073,NA,NA
37,075,NA,NA
37,077,NA,NA
37,079,NA,NA
37,081,NA,NA
37,083,NA,NA
37,085,NA,NA
37,087,NA,NA
37,089,NA,NA
37,091,NA,NA
37,093,NA,NA
37,095,NA,NA
37,097,NA,NA
37,099,NA,NA
37,101,NA,NA
37,103,NA,NA
37,105,NA,NA
37,107,NA,NA
37,109,NA,NA
37,111,NA,NA
37,113,NA,NA
37,115,NA,NA
37,117,NA,NA
37,119,NA,NA
37,121,NA,NA
37,123,NA,NA
37,125,NA,NA
37,127,NA,NA
37,129,NA,NA
37,131,NA,NA
37,133,NA,NA
37,135,NA,NA
37,137,NA,NA
37,139,NA,NA
37,141,NA,NA
37,143,NA,NA
37,145,NA,NA
37,147,NA,NA
37,149,NA,NA
37,151,NA,NA
37,153,NA,NA
37,155,NA,NA
37,157,NA,NA
37,159,NA,NA
37,161,NA,NA
37,163,NA,NA
37,165,NA,NA
37,167,NA,NA
37,169,NA,NA
37,171,NA,NA
37,173,NA,NA
37,175,NA,NA
37,177,NA,NA
37,179,NA,NA
37,181,NA,NA
37,183,1,Raleigh
37,185,NA,NA
37,187,NA,NA
37,189,NA,NA
37,191,NA,NA
37,193,NA,NA
37,195,NA,NA
37,197,NA,NA
37,199,NA,NA
38,000,NA,NA
38,001,NA,NA
38,003,NA,NA
38,005,NA,NA
38,007,NA,NA
38,009,NA,NA
38,011,NA,NA
38,013,NA,NA
38,015,1,Bismarck
38,017,NA,NA
38,019,NA,NA
38,021,NA,NA
38,023,NA,NA
38,025,NA,NA
38,027,NA,NA
38,029,NA,NA
38,031,NA,NA
38,033,NA,NA
38,035,NA,NA
38,037,NA,NA
38,039,NA,NA
38,041,NA,NA
38,043,NA,NA
38,045,NA,NA
38,047,NA,NA
38,049,NA,NA
38,051,NA,NA
38,053,NA,NA
38,055,NA,NA
38,057,NA,NA
38,059,NA,NA
38,061,NA,NA
38,063,NA,NA
38,065,NA,NA
38,067,NA,NA
38,069,NA,NA
38,071,NA,NA
38,073,NA,NA
38,075,NA,NA
38,077,NA,NA
38,079,NA,NA
38,081,NA,NA
38,083,NA,NA
38,085,NA,NA
38,087,NA,NA
38,089,NA,NA
38,091,NA,NA
38,093,NA,NA
38,095,NA,NA
38,097,NA,NA
38,099,NA,NA
38,101,NA,NA
38,103,NA,NA
38,105,NA,NA
39,000,NA,NA
39,001,NA,NA
39,003,NA,NA
39,005,NA,NA
39,007,NA,NA
39,009,NA,NA
39,011,NA,NA
39,013,NA,NA
39,015,NA,NA
39,017,NA,NA
39,019,NA,NA
39,021,NA,NA
39,023,NA,NA
39,025,NA,NA
39,027,NA,NA
39,029,NA,NA
39,031,NA,NA
39,033,NA,NA
39,035,NA,NA
39,037,NA,NA
39,039,NA,NA
39,041,1,Columbus
39,043,NA,NA
39,045,1,Columbus
39,047,NA,NA
39,049,1,Columbus
39,051,NA,NA
39,053,NA,NA
39,055,NA,NA
39,057,NA,NA
39,059,NA,NA
39,061,NA,NA
39,063,NA,NA
39,065,NA,NA
39,067,NA,NA
39,069,NA,NA
39,071,NA,NA
39,073,NA,NA
39,075,NA,NA
39,077,NA,NA
39,079,NA,NA
39,081,NA,NA
39,083,NA,NA
39,085,NA,NA
39,087,NA,NA
39,089,NA,NA
39,091,NA,NA
39,093,NA,NA
39,095,NA,NA
39,097,NA,NA
39,099,NA,NA
39,101,NA,NA
39,103,NA,NA
39,105,NA,NA
39,107,NA,NA
39,109,NA,NA
39,111,NA,NA
39,113,NA,NA
39,115,NA,NA
39,117,NA,NA
39,119,NA,NA
39,121,NA,NA
39,123,NA,NA
39,125,NA,NA
39,127,NA,NA
39,129,NA,NA
39,131,NA,NA
39,133,NA,NA
39,135,NA,NA
39,137,NA,NA
39,139,NA,NA
39,141,NA,NA
39,143,NA,NA
39,145,NA,NA
39,147,NA,NA
39,149,NA,NA
39,151,NA,NA
39,153,NA,NA
39,155,NA,NA
39,157,NA,NA
39,159,NA,NA
39,161,NA,NA
39,163,NA,NA
39,165,NA,NA
39,167,NA,NA
39,169,NA,NA
39,171,NA,NA
39,173,NA,NA
39,175,NA,NA
40,000,NA,NA
40,001,NA,NA
40,003,NA,NA
40,005,NA,NA
40,007,NA,NA
40,009,NA,NA
40,011,NA,NA
40,013,NA,NA
40,015,NA,NA
40,017,1,Oklahoma City
40,019,NA,NA
40,021,NA,NA
40,023,NA,NA
40,025,NA,NA
40,027,1,Oklahoma City
40,029,NA,NA
40,031,NA,NA
40,033,NA,NA
40,035,NA,NA
40,037,NA,NA
40,039,NA,NA
40,041,NA,NA
40,043,NA,NA
40,045,NA,NA
40,047,NA,NA
40,049,NA,NA
40,051,NA,NA
40,053,NA,NA
40,055,NA,NA
40,057,NA,NA
40,059,NA,NA
40,061,NA,NA
40,063,NA,NA
40,065,NA,NA
40,067,NA,NA
40,069,NA,NA
40,071,NA,NA
40,073,NA,NA
40,075,NA,NA
40,077,NA,NA
40,079,NA,NA
40,081,NA,NA
40,083,NA,NA
40,085,NA,NA
40,087,NA,NA
40,089,NA,NA
40,091,NA,NA
40,093,NA,NA
40,095,NA,NA
40,097,NA,NA
40,099,NA,NA
40,101,NA,NA
40,103,NA,NA
40,105,NA,NA
40,107,NA,NA
40,109,1,Oklahoma City
40,111,NA,NA
40,113,NA,NA
40,115,NA,NA
40,117,NA,NA
40,119,NA,NA
40,121,NA,NA
40,123,NA,NA
40,125,1,Oklahoma City
40,127,NA,NA
40,129,NA,NA
40,131,NA,NA
40,133,NA,NA
40,135,NA,NA
40,137,NA,NA
40,139,NA,NA
40,141,NA,NA
40,143,NA,NA
40,145,NA,NA
40,147,NA,NA
40,149,NA,NA
40,151,NA,NA
40,153,NA,NA
41,000,NA,NA
41,001,NA,NA
41,003,NA,NA
41,005,NA,NA
41,007,NA,NA
41,009,NA,NA
41,011,NA,NA
41,013,NA,NA
41,015,NA,NA
41,017,NA,NA
41,019,NA,NA
41,021,NA,NA
41,023,NA,NA
41,025,NA,NA
41,027,NA,NA
41,029,NA,NA
41,031,NA,NA
41,033,NA,NA
41,035,NA,NA
41,037,NA,NA
41,039,NA,NA
41,041,NA,NA
41,043,NA,NA
41,045,NA,NA
41,047,1,Salem
41,049,NA,NA
41,051,NA,NA
41,053,1,Salem
41,055,NA,NA
41,057,NA,NA
41,059,NA,NA
41,061,NA,NA
41,063,NA,NA
41,065,NA,NA
41,067,NA,NA
41,069,NA,NA
41,071,NA,NA
42,000,NA,NA
42,001,NA,NA
42,003,NA,NA
42,005,NA,NA
42,007,NA,NA
42,009,NA,NA
42,011,NA,NA
42,013,NA,NA
42,015,NA,NA
42,017,NA,NA
42,019,NA,NA
42,021,NA,NA
42,023,NA,NA
42,025,NA,NA
42,027,NA,NA
42,029,NA,NA
42,031,NA,NA
42,033,NA,NA
42,035,NA,NA
42,037,NA,NA
42,039,NA,NA
42,041,NA,NA
42,043,1,Harrisburg
42,045,NA,NA
42,047,NA,NA
42,049,NA,NA
42,051,NA,NA
42,053,NA,NA
42,055,NA,NA
42,057,NA,NA
42,059,NA,NA
42,061,NA,NA
42,063,NA,NA
42,065,NA,NA
42,067,NA,NA
42,069,NA,NA
42,071,NA,NA
42,073,NA,NA
42,075,NA,NA
42,077,NA,NA
42,079,NA,NA
42,081,NA,NA
42,083,NA,NA
42,085,NA,NA
42,087,NA,NA
42,089,NA,NA
42,091,NA,NA
42,093,NA,NA
42,095,NA,NA
42,097,NA,NA
42,099,NA,NA
42,101,NA,NA
42,103,NA,NA
42,105,NA,NA
42,107,NA,NA
42,109,NA,NA
42,111,NA,NA
42,113,NA,NA
42,115,NA,NA
42,117,NA,NA
42,119,NA,NA
42,121,NA,NA
42,123,NA,NA
42,125,NA,NA
42,127,NA,NA
42,129,NA,NA
42,131,NA,NA
42,133,NA,NA
44,000,NA,NA
44,001,NA,NA
44,003,NA,NA
44,005,NA,NA
44,007,1,Providence
44,009,NA,NA
45,000,NA,NA
45,001,NA,NA
45,003,NA,NA
45,005,NA,NA
45,007,NA,NA
45,009,NA,NA
45,011,NA,NA
45,013,NA,NA
45,015,NA,NA
45,017,NA,NA
45,019,NA,NA
45,021,NA,NA
45,023,NA,NA
45,025,NA,NA
45,027,NA,NA
45,029,NA,NA
45,031,NA,NA
45,033,NA,NA
45,035,NA,NA
45,037,NA,NA
45,039,NA,NA
45,041,NA,NA
45,043,NA,NA
45,045,NA,NA
45,047,NA,NA
45,049,NA,NA
45,051,NA,NA
45,053,NA,NA
45,055,NA,NA
45,057,NA,NA
45,059,NA,NA
45,061,NA,NA
45,063,1,Columbia
45,065,NA,NA
45,067,NA,NA
45,069,NA,NA
45,071,NA,NA
45,073,NA,NA
45,075,NA,NA
45,077,NA,NA
45,079,1,Columbia
45,081,NA,NA
45,083,NA,NA
45,085,NA,NA
45,087,NA,NA
45,089,NA,NA
45,091,NA,NA
46,000,NA,NA
46,003,NA,NA
46,005,NA,NA
46,007,NA,NA
46,009,NA,NA
46,011,NA,NA
46,013,NA,NA
46,015,NA,NA
46,017,NA,NA
46,019,NA,NA
46,021,NA,NA
46,023,NA,NA
46,025,NA,NA
46,027,NA,NA
46,029,NA,NA
46,031,NA,NA
46,033,NA,NA
46,035,NA,NA
46,037,NA,NA
46,039,NA,NA
46,041,NA,NA
46,043,NA,NA
46,045,NA,NA
46,047,NA,NA
46,049,NA,NA
46,051,NA,NA
46,053,NA,NA
46,055,NA,NA
46,057,NA,NA
46,059,NA,NA
46,061,NA,NA
46,063,NA,NA
46,065,1,Pierre
46,067,NA,NA
46,069,NA,NA
46,071,NA,NA
46,073,NA,NA
46,075,NA,NA
46,077,NA,NA
46,079,NA,NA
46,081,NA,NA
46,083,NA,NA
46,085,NA,NA
46,087,NA,NA
46,089,NA,NA
46,091,NA,NA
46,093,NA,NA
46,095,NA,NA
46,097,NA,NA
46,099,NA,NA
46,101,NA,NA
46,102,NA,NA
46,103,NA,NA
46,105,NA,NA
46,107,NA,NA
46,109,NA,NA
46,111,NA,NA
46,115,NA,NA
46,117,NA,NA
46,119,NA,NA
46,121,NA,NA
46,123,NA,NA
46,125,NA,NA
46,127,NA,NA
46,129,NA,NA
46,135,NA,NA
46,137,NA,NA
47,000,NA,NA
47,001,NA,NA
47,003,NA,NA
47,005,NA,NA
47,007,NA,NA
47,009,NA,NA
47,011,NA,NA
47,013,NA,NA
47,015,NA,NA
47,017,NA,NA
47,019,NA,NA
47,021,NA,NA
47,023,NA,NA
47,025,NA,NA
47,027,NA,NA
47,029,NA,NA
47,031,NA,NA
47,033,NA,NA
47,035,NA,NA
47,037,1,Nashville-Davidson metropolitan government (balance)
47,039,NA,NA
47,041,NA,NA
47,043,NA,NA
47,045,NA,NA
47,047,NA,NA
47,049,NA,NA
47,051,NA,NA
47,053,NA,NA
47,055,NA,NA
47,057,NA,NA
47,059,NA,NA
47,061,NA,NA
47,063,NA,NA
47,065,NA,NA
47,067,NA,NA
47,069,NA,NA
47,071,NA,NA
47,073,NA,NA
47,075,NA,NA
47,077,NA,NA
47,079,NA,NA
47,081,NA,NA
47,083,NA,NA
47,085,NA,NA
47,087,NA,NA
47,089,NA,NA
47,091,NA,NA
47,093,NA,NA
47,095,NA,NA
47,097,NA,NA
47,099,NA,NA
47,101,NA,NA
47,103,NA,NA
47,105,NA,NA
47,107,NA,NA
47,109,NA,NA
47,111,NA,NA
47,113,NA,NA
47,115,NA,NA
47,117,NA,NA
47,119,NA,NA
47,121,NA,NA
47,123,NA,NA
47,125,NA,NA
47,127,NA,NA
47,129,NA,NA
47,131,NA,NA
47,133,NA,NA
47,135,NA,NA
47,137,NA,NA
47,139,NA,NA
47,141,NA,NA
47,143,NA,NA
47,145,NA,NA
47,147,NA,NA
47,149,NA,NA
47,151,NA,NA
47,153,NA,NA
47,155,NA,NA
47,157,NA,NA
47,159,NA,NA
47,161,NA,NA
47,163,NA,NA
47,165,NA,NA
47,167,NA,NA
47,169,NA,NA
47,171,NA,NA
47,173,NA,NA
47,175,NA,NA
47,177,NA,NA
47,179,NA,NA
47,181,NA,NA
47,183,NA,NA
47,185,NA,NA
47,187,NA,NA
47,189,NA,NA
48,000,NA,NA
48,001,NA,NA
48,003,NA,NA
48,005,NA,NA
48,007,NA,NA
48,009,NA,NA
48,011,NA,NA
48,013,NA,NA
48,015,NA,NA
48,017,NA,NA
48,019,NA,NA
48,021,NA,NA
48,023,NA,NA
48,025,NA,NA
48,027,NA,NA
48,029,NA,NA
48,031,NA,NA
48,033,NA,NA
48,035,NA,NA
48,037,NA,NA
48,039,NA,NA
48,041,NA,NA
48,043,NA,NA
48,045,NA,NA
48,047,NA,NA
48,049,NA,NA
48,051,NA,NA
48,053,NA,NA
48,055,NA,NA
48,057,NA,NA
48,059,NA,NA
48,061,NA,NA
48,063,NA,NA
48,065,NA,NA
48,067,NA,NA
48,069,NA,NA
48,071,NA,NA
48,073,NA,NA
48,075,NA,NA
48,077,NA,NA
48,079,NA,NA
48,081,NA,NA
48,083,NA,NA
48,085,NA,NA
48,087,NA,NA
48,089,NA,NA
48,091,NA,NA
48,093,NA,NA
48,095,NA,NA
48,097,NA,NA
48,099,NA,NA
48,101,NA,NA
48,103,NA,NA
48,105,NA,NA
48,107,NA,NA
48,109,NA,NA
48,111,NA,NA
48,113,NA,NA
48,115,NA,NA
48,117,NA,NA
48,119,NA,NA
48,121,NA,NA
48,123,NA,NA
48,125,NA,NA
48,127,NA,NA
48,129,NA,NA
48,131,NA,NA
48,133,NA,NA
48,135,NA,NA
48,137,NA,NA
48,139,NA,NA
48,141,NA,NA
48,143,NA,NA
48,145,NA,NA
48,147,NA,NA
48,149,NA,NA
48,151,NA,NA
48,153,NA,NA
48,155,NA,NA
48,157,NA,NA
48,159,NA,NA
48,161,NA,NA
48,163,NA,NA
48,165,NA,NA
48,167,NA,NA
48,169,NA,NA
48,171,NA,NA
48,173,NA,NA
48,175,NA,NA
48,177,NA,NA
48,179,NA,NA
48,181,NA,NA
48,183,NA,NA
48,185,NA,NA
48,187,NA,NA
48,189,NA,NA
48,191,NA,NA
48,193,NA,NA
48,195,NA,NA
48,197,NA,NA
48,199,NA,NA
48,201,NA,NA
48,203,NA,NA
48,205,NA,NA
48,207,NA,NA
48,209,1,Austin
48,211,NA,NA
48,213,NA,NA
48,215,NA,NA
48,217,NA,NA
48,219,NA,NA
48,221,NA,NA
48,223,NA,NA
48,225,NA,NA
48,227,NA,NA
48,229,NA,NA
48,231,NA,NA
48,233,NA,NA
48,235,NA,NA
48,237,NA,NA
48,239,NA,NA
48,241,NA,NA
48,243,NA,NA
48,245,NA,NA
48,247,NA,NA
48,249,NA,NA
48,251,NA,NA
48,253,NA,NA
48,255,NA,NA
48,257,NA,NA
48,259,NA,NA
48,261,NA,NA
48,263,NA,NA
48,265,NA,NA
48,267,NA,NA
48,269,NA,NA
48,271,NA,NA
48,273,NA,NA
48,275,NA,NA
48,277,NA,NA
48,279,NA,NA
48,281,NA,NA
48,283,NA,NA
48,285,NA,NA
48,287,NA,NA
48,289,NA,NA
48,291,NA,NA
48,293,NA,NA
48,295,NA,NA
48,297,NA,NA
48,299,NA,NA
48,301,NA,NA
48,303,NA,NA
48,305,NA,NA
48,307,NA,NA
48,309,NA,NA
48,311,NA,NA
48,313,NA,NA
48,315,NA,NA
48,317,NA,NA
48,319,NA,NA
48,321,NA,NA
48,323,NA,NA
48,325,NA,NA
48,327,NA,NA
48,329,NA,NA
48,331,NA,NA
48,333,NA,NA
48,335,NA,NA
48,337,NA,NA
48,339,NA,NA
48,341,NA,NA
48,343,NA,NA
48,345,NA,NA
48,347,NA,NA
48,349,NA,NA
48,351,NA,NA
48,353,NA,NA
48,355,NA,NA
48,357,NA,NA
48,359,NA,NA
48,361,NA,NA
48,363,NA,NA
48,365,NA,NA
48,367,NA,NA
48,369,NA,NA
48,371,NA,NA
48,373,NA,NA
48,375,NA,NA
48,377,NA,NA
48,379,NA,NA
48,381,NA,NA
48,383,NA,NA
48,385,NA,NA
48,387,NA,NA
48,389,NA,NA
48,391,NA,NA
48,393,NA,NA
48,395,NA,NA
48,397,NA,NA
48,399,NA,NA
48,401,NA,NA
