statecode,countycode,v175_rawvalue,v175_cbsa_name
19,167,0,Rural
19,169,2,Metropolitan Statistical Area
19,171,0,Rural
19,173,0,Rural
19,175,0,Rural
19,177,0,Rural
19,179,1,Micropolitan Statistical Area
19,181,2,Metropolitan Statistical Area
19,183,2,Metropolitan Statistical Area
19,185,0,Rural
19,187,1,Micropolitan Statistical Area
19,189,0,Rural
19,191,0,Rural
19,193,2,Metropolitan Statistical Area
19,195,1,Micropolitan Statistical Area
19,197,0,Rural
20,000,NA,NA
20,001,0,Rural
20,003,0,Rural
20,005,1,Micropolitan Statistical Area
20,007,0,Rural
20,009,1,Micropolitan Statistical Area
20,011,0,Rural
20,013,0,Rural
20,015,2,Metropolitan Statistical Area
20,017,1,Micropolitan Statistical Area
20,019,0,Rural
20,021,2,Metropolitan Statistical Area
20,023,0,Rural
20,025,0,Rural
20,027,0,Rural
20,029,0,Rural
20,031,0,Rural
20,033,0,Rural
20,035,1,Micropolitan Statistical Area
20,037,1,Micropolitan Statistical Area
20,039,0,Rural
20,041,0,Rural
20,043,2,Metropolitan Statistical Area
20,045,2,Metropolitan Statistical Area
20,047,0,Rural
20,049,0,Rural
20,051,1,Micropolitan Statistical Area
20,053,0,Rural
20,055,1,Micropolitan Statistical Area
20,057,1,Micropolitan Statistical Area
20,059,1,Micropolitan Statistical Area
20,061,2,Metropolitan Statistical Area
20,063,0,Rural
20,065,0,Rural
20,067,0,Rural
20,069,0,Rural
20,071,0,Rural
20,073,0,Rural
20,075,0,Rural
20,077,0,Rural
20,079,2,Metropolitan Statistical Area
20,081,0,Rural
20,083,0,Rural
20,085,2,Metropolitan Statistical Area
20,087,2,Metropolitan Statistical Area
20,089,0,Rural
20,091,2,Metropolitan Statistical Area
20,093,0,Rural
20,095,0,Rural
20,097,0,Rural
20,099,0,Rural
20,101,0,Rural
20,103,2,Metropolitan Statistical Area
20,105,0,Rural
20,107,2,Metropolitan Statistical Area
20,109,0,Rural
20,111,1,Micropolitan Statistical Area
20,113,1,Micropolitan Statistical Area
20,115,0,Rural
20,117,0,Rural
20,119,0,Rural
20,121,2,Metropolitan Statistical Area
20,123,0,Rural
20,125,0,Rural
20,127,0,Rural
20,129,0,Rural
20,131,0,Rural
20,133,0,Rural
20,135,0,Rural
20,137,0,Rural
20,139,2,Metropolitan Statistical Area
20,141,0,Rural
20,143,1,Micropolitan Statistical Area
20,145,0,Rural
20,147,0,Rural
20,149,2,Metropolitan Statistical Area
20,151,0,Rural
20,153,0,Rural
20,155,1,Micropolitan Statistical Area
20,157,0,Rural
20,159,0,Rural
20,161,2,Metropolitan Statistical Area
20,163,0,Rural
20,165,0,Rural
20,167,0,Rural
20,169,1,Micropolitan Statistical Area
20,171,0,Rural
20,173,2,Metropolitan Statistical Area
20,175,1,Micropolitan Statistical Area
20,177,2,Metropolitan Statistical Area
20,179,0,Rural
20,181,0,Rural
20,183,0,Rural
20,185,0,Rural
20,187,0,Rural
20,189,0,Rural
20,191,2,Metropolitan Statistical Area
20,193,0,Rural
20,195,0,Rural
20,197,2,Metropolitan Statistical Area
20,199,0,Rural
20,201,0,Rural
20,203,0,Rural
20,205,0,Rural
20,207,0,Rural
20,209,2,Metropolitan Statistical Area
21,000,NA,NA
21,001,0,Rural
21,003,2,Metropolitan Statistical Area
21,005,1,Micropolitan Statistical Area
21,007,2,Metropolitan Statistical Area
21,009,1,Micropolitan Statistical Area
21,011,1,Micropolitan Statistical Area
21,013,1,Micropolitan Statistical Area
21,015,2,Metropolitan Statistical Area
21,017,2,Metropolitan Statistical Area
21,019,2,Metropolitan Statistical Area
21,021,1,Micropolitan Statistical Area
21,023,2,Metropolitan Statistical Area
21,025,0,Rural
21,027,0,Rural
21,029,2,Metropolitan Statistical Area
21,031,2,Metropolitan Statistical Area
21,033,0,Rural
21,035,1,Micropolitan Statistical Area
21,037,2,Metropolitan Statistical Area
21,039,2,Metropolitan Statistical Area
21,041,0,Rural
21,043,2,Metropolitan Statistical Area
21,045,0,Rural
21,047,2,Metropolitan Statistical Area
21,049,2,Metropolitan Statistical Area
21,051,1,Micropolitan Statistical Area
21,053,0,Rural
21,055,0,Rural
21,057,0,Rural
21,059,2,Metropolitan Statistical Area
21,061,2,Metropolitan Statistical Area
21,063,0,Rural
21,065,1,Micropolitan Statistical Area
21,067,2,Metropolitan Statistical Area
21,069,0,Rural
21,071,1,Micropolitan Statistical Area
21,073,1,Micropolitan Statistical Area
21,075,0,Rural
21,077,2,Metropolitan Statistical Area
21,079,0,Rural
21,081,2,Metropolitan Statistical Area
21,083,1,Micropolitan Statistical Area
21,085,0,Rural
21,087,1,Micropolitan Statistical Area
21,089,2,Metropolitan Statistical Area
21,091,0,Rural
21,093,2,Metropolitan Statistical Area
21,095,0,Rural
21,097,0,Rural
21,099,0,Rural
21,101,1,Micropolitan Statistical Area
21,103,2,Metropolitan Statistical Area
21,105,0,Rural
21,107,1,Micropolitan Statistical Area
21,109,0,Rural
21,111,2,Metropolitan Statistical Area
21,113,2,Metropolitan Statistical Area
21,115,0,Rural
21,117,2,Metropolitan Statistical Area
21,119,0,Rural
21,121,1,Micropolitan Statistical Area
21,123,2,Metropolitan Statistical Area
21,125,1,Micropolitan Statistical Area
21,127,2,Metropolitan Statistical Area
21,129,0,Rural
21,131,0,Rural
21,133,0,Rural
21,135,0,Rural
21,137,1,Micropolitan Statistical Area
21,139,2,Metropolitan Statistical Area
21,141,0,Rural
21,143,0,Rural
21,145,2,Metropolitan Statistical Area
21,147,0,Rural
21,149,2,Metropolitan Statistical Area
21,151,1,Micropolitan Statistical Area
21,153,0,Rural
21,155,0,Rural
21,157,0,Rural
21,159,0,Rural
21,161,0,Rural
21,163,2,Metropolitan Statistical Area
21,165,1,Micropolitan Statistical Area
21,167,0,Rural
21,169,1,Micropolitan Statistical Area
21,171,0,Rural
21,173,1,Micropolitan Statistical Area
21,175,0,Rural
21,177,0,Rural
21,179,2,Metropolitan Statistical Area
21,181,0,Rural
21,183,0,Rural
21,185,2,Metropolitan Statistical Area
21,187,0,Rural
21,189,0,Rural
21,191,2,Metropolitan Statistical Area
21,193,0,Rural
21,195,1,Micropolitan Statistical Area
21,197,0,Rural
21,199,1,Micropolitan Statistical Area
21,201,0,Rural
21,203,1,Micropolitan Statistical Area
21,205,0,Rural
21,207,0,Rural
21,209,2,Metropolitan Statistical Area
21,211,2,Metropolitan Statistical Area
21,213,1,Micropolitan Statistical Area
21,215,2,Metropolitan Statistical Area
21,217,1,Micropolitan Statistical Area
21,219,0,Rural
21,221,2,Metropolitan Statistical Area
21,223,0,Rural
21,225,0,Rural
21,227,2,Metropolitan Statistical Area
21,229,0,Rural
21,231,0,Rural
21,233,1,Micropolitan Statistical Area
21,235,1,Micropolitan Statistical Area
21,237,0,Rural
21,239,2,Metropolitan Statistical Area
22,000,NA,NA
22,001,2,Metropolitan Statistical Area
22,003,0,Rural
22,005,2,Metropolitan Statistical Area
22,007,2,Metropolitan Statistical Area
22,009,0,Rural
22,011,1,Micropolitan Statistical Area
22,013,0,Rural
22,015,2,Metropolitan Statistical Area
22,017,2,Metropolitan Statistical Area
22,019,2,Metropolitan Statistical Area
22,021,0,Rural
22,023,2,Metropolitan Statistical Area
22,025,0,Rural
22,027,0,Rural
22,029,1,Micropolitan Statistical Area
22,031,2,Metropolitan Statistical Area
22,033,2,Metropolitan Statistical Area
22,035,0,Rural
22,037,2,Metropolitan Statistical Area
22,039,0,Rural
22,041,0,Rural
22,043,2,Metropolitan Statistical Area
22,045,1,Micropolitan Statistical Area
22,047,2,Metropolitan Statistical Area
22,049,0,Rural
22,051,2,Metropolitan Statistical Area
22,053,2,Metropolitan Statistical Area
22,055,2,Metropolitan Statistical Area
22,057,2,Metropolitan Statistical Area
22,059,0,Rural
22,061,1,Micropolitan Statistical Area
22,063,2,Metropolitan Statistical Area
22,065,0,Rural
22,067,2,Metropolitan Statistical Area
22,069,1,Micropolitan Statistical Area
22,071,2,Metropolitan Statistical Area
22,073,2,Metropolitan Statistical Area
22,075,2,Metropolitan Statistical Area
22,077,2,Metropolitan Statistical Area
22,079,2,Metropolitan Statistical Area
22,081,0,Rural
22,083,2,Metropolitan Statistical Area
22,085,0,Rural
22,087,2,Metropolitan Statistical Area
22,089,2,Metropolitan Statistical Area
22,091,2,Metropolitan Statistical Area
22,093,2,Metropolitan Statistical Area
22,095,2,Metropolitan Statistical Area
22,097,1,Micropolitan Statistical Area
22,099,2,Metropolitan Statistical Area
22,101,1,Micropolitan Statistical Area
22,103,2,Metropolitan Statistical Area
22,105,2,Metropolitan Statistical Area
22,107,0,Rural
22,109,2,Metropolitan Statistical Area
22,111,2,Metropolitan Statistical Area
22,113,2,Metropolitan Statistical Area
22,115,0,Rural
22,117,1,Micropolitan Statistical Area
22,119,1,Micropolitan Statistical Area
22,121,2,Metropolitan Statistical Area
22,123,0,Rural
22,125,2,Metropolitan Statistical Area
22,127,0,Rural
23,000,NA,NA
23,001,2,Metropolitan Statistical Area
23,003,0,Rural
23,005,2,Metropolitan Statistical Area
23,007,0,Rural
23,009,0,Rural
23,011,1,Micropolitan Statistical Area
23,013,0,Rural
23,015,0,Rural
23,017,0,Rural
23,019,2,Metropolitan Statistical Area
23,021,0,Rural
23,023,2,Metropolitan Statistical Area
23,025,0,Rural
23,027,0,Rural
23,029,0,Rural
23,031,2,Metropolitan Statistical Area
24,000,NA,NA
24,001,1,Micropolitan Statistical Area
24,003,2,Metropolitan Statistical Area
24,005,2,Metropolitan Statistical Area
24,009,2,Metropolitan Statistical Area
24,011,0,Rural
24,013,2,Metropolitan Statistical Area
24,015,2,Metropolitan Statistical Area
24,017,2,Metropolitan Statistical Area
24,019,1,Micropolitan Statistical Area
24,021,2,Metropolitan Statistical Area
24,023,0,Rural
24,025,2,Metropolitan Statistical Area
24,027,2,Metropolitan Statistical Area
24,029,0,Rural
24,031,2,Metropolitan Statistical Area
24,033,2,Metropolitan Statistical Area
24,035,2,Metropolitan Statistical Area
24,037,2,Metropolitan Statistical Area
24,039,2,Metropolitan Statistical Area
24,041,1,Micropolitan Statistical Area
24,043,2,Metropolitan Statistical Area
24,045,2,Metropolitan Statistical Area
24,047,1,Micropolitan Statistical Area
24,510,2,Metropolitan Statistical Area
25,000,NA,NA
25,001,2,Metropolitan Statistical Area
25,003,2,Metropolitan Statistical Area
25,005,2,Metropolitan Statistical Area
25,007,1,Micropolitan Statistical Area
25,009,2,Metropolitan Statistical Area
25,011,1,Micropolitan Statistical Area
25,013,2,Metropolitan Statistical Area
25,015,2,Metropolitan Statistical Area
25,017,2,Metropolitan Statistical Area
25,019,1,Micropolitan Statistical Area
25,021,2,Metropolitan Statistical Area
25,023,2,Metropolitan Statistical Area
25,025,2,Metropolitan Statistical Area
25,027,2,Metropolitan Statistical Area
26,000,NA,NA
26,001,0,Rural
26,003,0,Rural
26,005,1,Micropolitan Statistical Area
26,007,1,Micropolitan Statistical Area
26,009,0,Rural
26,011,0,Rural
26,013,0,Rural
26,015,2,Metropolitan Statistical Area
26,017,2,Metropolitan Statistical Area
26,019,2,Metropolitan Statistical Area
26,021,2,Metropolitan Statistical Area
26,023,1,Micropolitan Statistical Area
26,025,2,Metropolitan Statistical Area
26,027,2,Metropolitan Statistical Area
26,029,0,Rural
26,031,0,Rural
26,033,1,Micropolitan Statistical Area
26,035,0,Rural
26,037,2,Metropolitan Statistical Area
26,039,0,Rural
26,041,1,Micropolitan Statistical Area
26,043,1,Micropolitan Statistical Area
26,045,2,Metropolitan Statistical Area
26,047,1,Micropolitan Statistical Area
26,049,2,Metropolitan Statistical Area
26,051,0,Rural
26,053,0,Rural
26,055,2,Metropolitan Statistical Area
26,057,1,Micropolitan Statistical Area
26,059,1,Micropolitan Statistical Area
26,061,1,Micropolitan Statistical Area
26,063,0,Rural
26,065,2,Metropolitan Statistical Area
26,067,2,Metropolitan Statistical Area
26,069,0,Rural
26,071,0,Rural
26,073,1,Micropolitan Statistical Area
26,075,2,Metropolitan Statistical Area
26,077,2,Metropolitan Statistical Area
26,079,2,Metropolitan Statistical Area
26,081,2,Metropolitan Statistical Area
26,083,1,Micropolitan Statistical Area
26,085,0,Rural
26,087,2,Metropolitan Statistical Area
26,089,2,Metropolitan Statistical Area
26,091,1,Micropolitan Statistical Area
26,093,2,Metropolitan Statistical Area
26,095,0,Rural
26,097,0,Rural
26,099,2,Metropolitan Statistical Area
26,101,0,Rural
26,103,1,Micropolitan Statistical Area
26,105,1,Micropolitan Statistical Area
26,107,1,Micropolitan Statistical Area
26,109,1,Micropolitan Statistical Area
26,111,2,Metropolitan Statistical Area
26,113,1,Micropolitan Statistical Area
26,115,2,Metropolitan Statistical Area
26,117,2,Metropolitan Statistical Area
26,119,0,Rural
26,121,2,Metropolitan Statistical Area
26,123,0,Rural
26,125,2,Metropolitan Statistical Area
26,127,0,Rural
26,129,0,Rural
26,131,0,Rural
26,133,0,Rural
26,135,0,Rural
26,137,0,Rural
26,139,2,Metropolitan Statistical Area
26,141,0,Rural
26,143,0,Rural
26,145,2,Metropolitan Statistical Area
26,147,2,Metropolitan Statistical Area
26,149,1,Micropolitan Statistical Area
26,151,0,Rural
26,153,0,Rural
26,155,1,Micropolitan Statistical Area
26,157,0,Rural
26,159,0,Rural
26,161,2,Metropolitan Statistical Area
26,163,2,Metropolitan Statistical Area
26,165,1,Micropolitan Statistical Area
27,000,NA,NA
27,001,0,Rural
27,003,2,Metropolitan Statistical Area
27,005,1,Micropolitan Statistical Area
27,007,1,Micropolitan Statistical Area
27,009,2,Metropolitan Statistical Area
27,011,0,Rural
27,013,2,Metropolitan Statistical Area
27,015,1,Micropolitan Statistical Area
27,017,2,Metropolitan Statistical Area
27,019,2,Metropolitan Statistical Area
27,021,1,Micropolitan Statistical Area
27,023,0,Rural
27,025,2,Metropolitan Statistical Area
27,027,2,Metropolitan Statistical Area
27,029,0,Rural
27,031,0,Rural
27,033,0,Rural
27,035,1,Micropolitan Statistical Area
27,037,2,Metropolitan Statistical Area
27,039,2,Metropolitan Statistical Area
27,041,1,Micropolitan Statistical Area
27,043,0,Rural
27,045,2,Metropolitan Statistical Area
27,047,1,Micropolitan Statistical Area
27,049,1,Micropolitan Statistical Area
27,051,0,Rural
27,053,2,Metropolitan Statistical Area
27,055,2,Metropolitan Statistical Area
27,057,0,Rural
27,059,2,Metropolitan Statistical Area
27,061,1,Micropolitan Statistical Area
27,063,0,Rural
27,065,0,Rural
27,067,1,Micropolitan Statistical Area
27,069,0,Rural
27,071,0,Rural
27,073,0,Rural
27,075,0,Rural
27,077,0,Rural
27,079,2,Metropolitan Statistical Area
27,081,0,Rural
27,083,1,Micropolitan Statistical Area
27,085,1,Micropolitan Statistical Area
27,087,0,Rural
27,089,0,Rural
27,091,1,Micropolitan Statistical Area
27,093,0,Rural
27,095,2,Metropolitan Statistical Area
27,097,0,Rural
27,099,1,Micropolitan Statistical Area
27,101,0,Rural
27,103,2,Metropolitan Statistical Area
27,105,1,Micropolitan Statistical Area
27,107,0,Rural
27,109,2,Metropolitan Statistical Area
27,111,1,Micropolitan Statistical Area
27,113,0,Rural
27,115,0,Rural
27,117,0,Rural
27,119,2,Metropolitan Statistical Area
27,121,0,Rural
27,123,2,Metropolitan Statistical Area
27,125,0,Rural
27,127,0,Rural
27,129,0,Rural
27,131,1,Micropolitan Statistical Area
27,133,2,Metropolitan Statistical Area
27,135,0,Rural
27,137,2,Metropolitan Statistical Area
27,139,2,Metropolitan Statistical Area
27,141,2,Metropolitan Statistical Area
27,143,0,Rural
27,145,2,Metropolitan Statistical Area
27,147,1,Micropolitan Statistical Area
27,149,0,Rural
27,151,0,Rural
27,153,0,Rural
27,155,0,Rural
27,157,2,Metropolitan Statistical Area
27,159,0,Rural
27,161,0,Rural
27,163,2,Metropolitan Statistical Area
27,165,0,Rural
27,167,1,Micropolitan Statistical Area
27,169,1,Micropolitan Statistical Area
27,171,2,Metropolitan Statistical Area
27,173,0,Rural
28,000,NA,NA
28,001,1,Micropolitan Statistical Area
28,003,1,Micropolitan Statistical Area
28,005,0,Rural
28,007,0,Rural
28,009,2,Metropolitan Statistical Area
28,011,1,Micropolitan Statistical Area
28,013,0,Rural
28,015,1,Micropolitan Statistical Area
28,017,0,Rural
28,019,0,Rural
28,021,0,Rural
28,023,1,Micropolitan Statistical Area
28,025,0,Rural
28,027,1,Micropolitan Statistical Area
28,029,2,Metropolitan Statistical Area
28,031,0,Rural
28,033,2,Metropolitan Statistical Area
28,035,2,Metropolitan Statistical Area
28,037,0,Rural
28,039,0,Rural
28,041,0,Rural
28,043,1,Micropolitan Statistical Area
28,045,2,Metropolitan Statistical Area
28,047,2,Metropolitan Statistical Area
28,049,2,Metropolitan Statistical Area
28,051,2,Metropolitan Statistical Area
28,053,0,Rural
28,055,0,Rural
28,057,1,Micropolitan Statistical Area
28,059,2,Metropolitan Statistical Area
28,061,1,Micropolitan Statistical Area
28,063,1,Micropolitan Statistical Area
28,065,0,Rural
28,067,1,Micropolitan Statistical Area
28,069,0,Rural
28,071,1,Micropolitan Statistical Area
28,073,2,Metropolitan Statistical Area
28,075,1,Micropolitan Statistical Area
28,077,0,Rural
28,079,0,Rural
28,081,1,Micropolitan Statistical Area
28,083,1,Micropolitan Statistical Area
28,085,1,Micropolitan Statistical Area
28,087,1,Micropolitan Statistical Area
28,089,2,Metropolitan Statistical Area
28,091,0,Rural
28,093,2,Metropolitan Statistical Area
28,095,0,Rural
28,097,1,Micropolitan Statistical Area
28,099,0,Rural
28,101,0,Rural
28,103,1,Micropolitan Statistical Area
28,105,1,Micropolitan Statistical Area
28,107,0,Rural
28,109,1,Micropolitan Statistical Area
28,111,2,Metropolitan Statistical Area
28,113,1,Micropolitan Statistical Area
28,115,0,Rural
28,117,1,Micropolitan Statistical Area
28,119,0,Rural
28,121,2,Metropolitan Statistical Area
28,123,2,Metropolitan Statistical Area
28,125,0,Rural
28,127,2,Metropolitan Statistical Area
28,129,0,Rural
28,131,2,Metropolitan Statistical Area
28,133,0,Rural
28,135,0,Rural
28,137,2,Metropolitan Statistical Area
28,139,0,Rural
28,141,0,Rural
28,143,2,Metropolitan Statistical Area
28,145,0,Rural
28,147,1,Micropolitan Statistical Area
28,149,1,Micropolitan Statistical Area
28,151,1,Micropolitan Statistical Area
28,153,0,Rural
28,155,1,Micropolitan Statistical Area
28,157,0,Rural
28,159,0,Rural
28,161,1,Micropolitan Statistical Area
28,163,2,Metropolitan Statistical Area
29,000,NA,NA
29,001,1,Micropolitan Statistical Area
29,003,2,Metropolitan Statistical Area
29,005,0,Rural
29,007,1,Micropolitan Statistical Area
29,009,0,Rural
29,011,0,Rural
29,013,2,Metropolitan Statistical Area
29,015,0,Rural
29,017,2,Metropolitan Statistical Area
29,019,2,Metropolitan Statistical Area
29,021,2,Metropolitan Statistical Area
29,023,1,Micropolitan Statistical Area
29,025,2,Metropolitan Statistical Area
29,027,2,Metropolitan Statistical Area
29,029,0,Rural
29,031,2,Metropolitan Statistical Area
29,033,0,Rural
29,035,0,Rural
29,037,2,Metropolitan Statistical Area
29,039,0,Rural
29,041,0,Rural
29,043,2,Metropolitan Statistical Area
29,045,0,Rural
29,047,2,Metropolitan Statistical Area
29,049,2,Metropolitan Statistical Area
29,051,2,Metropolitan Statistical Area
29,053,2,Metropolitan Statistical Area
29,055,0,Rural
29,057,0,Rural
29,059,2,Metropolitan Statistical Area
29,061,0,Rural
29,063,2,Metropolitan Statistical Area
29,065,0,Rural
29,067,0,Rural
29,069,1,Micropolitan Statistical Area
29,071,2,Metropolitan Statistical Area
29,073,0,Rural
29,075,0,Rural
29,077,2,Metropolitan Statistical Area
29,079,0,Rural
29,081,0,Rural
29,083,0,Rural
29,085,0,Rural
29,087,0,Rural
29,089,2,Metropolitan Statistical Area
29,091,1,Micropolitan Statistical Area
29,093,0,Rural
29,095,2,Metropolitan Statistical Area
29,097,2,Metropolitan Statistical Area
29,099,2,Metropolitan Statistical Area
29,101,1,Micropolitan Statistical Area
29,103,0,Rural
29,105,1,Micropolitan Statistical Area
29,107,2,Metropolitan Statistical Area
29,109,0,Rural
29,111,1,Micropolitan Statistical Area
29,113,2,Metropolitan Statistical Area
29,115,0,Rural
29,117,0,Rural
29,119,0,Rural
29,121,0,Rural
29,123,0,Rural
29,125,0,Rural
29,127,1,Micropolitan Statistical Area
29,129,0,Rural
29,131,0,Rural
29,133,1,Micropolitan Statistical Area
29,135,2,Metropolitan Statistical Area
29,137,0,Rural
29,139,0,Rural
29,141,0,Rural
29,143,0,Rural
29,145,2,Metropolitan Statistical Area
29,147,1,Micropolitan Statistical Area
29,149,0,Rural
29,151,2,Metropolitan Statistical Area
29,153,0,Rural
29,155,0,Rural
29,157,0,Rural
29,159,1,Micropolitan Statistical Area
29,161,1,Micropolitan Statistical Area
29,163,0,Rural
29,165,2,Metropolitan Statistical Area
29,167,2,Metropolitan Statistical Area
29,169,1,Micropolitan Statistical Area
29,171,0,Rural
29,173,1,Micropolitan Statistical Area
29,175,1,Micropolitan Statistical Area
29,177,2,Metropolitan Statistical Area
29,179,0,Rural
29,181,0,Rural
29,183,2,Metropolitan Statistical Area
29,185,0,Rural
29,186,0,Rural
29,187,1,Micropolitan Statistical Area
29,189,2,Metropolitan Statistical Area
29,195,1,Micropolitan Statistical Area
29,197,1,Micropolitan Statistical Area
29,199,0,Rural
29,201,1,Micropolitan Statistical Area
29,203,0,Rural
29,205,0,Rural
29,207,0,Rural
29,209,0,Rural
29,211,0,Rural
29,213,1,Micropolitan Statistical Area
29,215,0,Rural
29,217,0,Rural
29,219,2,Metropolitan Statistical Area
29,221,0,Rural
29,223,0,Rural
29,225,2,Metropolitan Statistical Area
29,227,0,Rural
29,229,0,Rural
29,510,2,Metropolitan Statistical Area
30,000,NA,NA
30,001,0,Rural
30,003,0,Rural
30,005,0,Rural
30,007,2,Metropolitan Statistical Area
30,009,2,Metropolitan Statistical Area
30,011,0,Rural
30,013,2,Metropolitan Statistical Area
30,015,0,Rural
30,017,0,Rural
30,019,0,Rural
30,021,0,Rural
30,023,0,Rural
30,025,0,Rural
30,027,0,Rural
30,029,1,Micropolitan Statistical Area
30,031,2,Metropolitan Statistical Area
30,033,0,Rural
30,035,0,Rural
30,037,0,Rural
30,039,0,Rural
30,041,0,Rural
30,043,2,Metropolitan Statistical Area
30,045,0,Rural
30,047,0,Rural
30,049,2,Metropolitan Statistical Area
30,051,0,Rural
30,053,0,Rural
30,055,0,Rural
30,057,0,Rural
30,059,0,Rural
30,061,2,Metropolitan Statistical Area
30,063,2,Metropolitan Statistical Area
30,065,0,Rural
30,067,0,Rural
30,069,0,Rural
30,071,0,Rural
30,073,0,Rural
30,075,0,Rural
30,077,0,Rural
30,079,0,Rural
30,081,0,Rural
30,083,0,Rural
30,085,0,Rural
30,087,0,Rural
30,089,0,Rural
30,091,0,Rural
30,093,1,Micropolitan Statistical Area
30,095,2,Metropolitan Statistical Area
30,097,0,Rural
30,099,0,Rural
30,101,0,Rural
30,103,0,Rural
30,105,0,Rural
30,107,0,Rural
30,109,0,Rural
30,111,2,Metropolitan Statistical Area
31,000,NA,NA
31,001,1,Micropolitan Statistical Area
31,003,0,Rural
31,005,0,Rural
31,007,1,Micropolitan Statistical Area
31,009,0,Rural
31,011,0,Rural
31,013,0,Rural
31,015,0,Rural
31,017,0,Rural
31,019,1,Micropolitan Statistical Area
31,021,0,Rural
31,023,0,Rural
31,025,2,Metropolitan Statistical Area
31,027,0,Rural
31,029,0,Rural
31,031,0,Rural
31,033,0,Rural
31,035,1,Micropolitan Statistical Area
31,037,1,Micropolitan Statistical Area
31,039,0,Rural
31,041,0,Rural
31,043,2,Metropolitan Statistical Area
31,045,0,Rural
31,047,1,Micropolitan Statistical Area
31,049,0,Rural
31,051,0,Rural
31,053,1,Micropolitan Statistical Area
31,055,2,Metropolitan Statistical Area
31,057,0,Rural
31,059,0,Rural
31,061,0,Rural
31,063,0,Rural
31,065,0,Rural
31,067,1,Micropolitan Statistical Area
31,069,0,Rural
31,071,0,Rural
31,073,1,Micropolitan Statistical Area
31,075,0,Rural
31,077,0,Rural
31,079,2,Metropolitan Statistical Area
31,081,0,Rural
31,083,0,Rural
31,085,0,Rural
31,087,0,Rural
31,089,0,Rural
31,091,0,Rural
31,093,2,Metropolitan Statistical Area
31,095,0,Rural
31,097,0,Rural
31,099,1,Micropolitan Statistical Area
31,101,0,Rural
31,103,0,Rural
31,105,0,Rural
31,107,0,Rural
31,109,2,Metropolitan Statistical Area
31,111,1,Micropolitan Statistical Area
31,113,1,Micropolitan Statistical Area
31,115,0,Rural
31,117,0,Rural
31,119,1,Micropolitan Statistical Area
31,121,2,Metropolitan Statistical Area
31,123,0,Rural
31,125,0,Rural
31,127,0,Rural
31,129,0,Rural
31,131,0,Rural
31,133,0,Rural
31,135,0,Rural
31,137,0,Rural
31,139,1,Micropolitan Statistical Area
31,141,1,Micropolitan Statistical Area
31,143,0,Rural
31,145,0,Rural
31,147,0,Rural
31,149,0,Rural
31,151,0,Rural
31,153,2,Metropolitan Statistical Area
31,155,2,Metropolitan Statistical Area
31,157,1,Micropolitan Statistical Area
31,159,2,Metropolitan Statistical Area
31,161,0,Rural
31,163,0,Rural
31,165,0,Rural
31,167,1,Micropolitan Statistical Area
31,169,0,Rural
31,171,0,Rural
31,173,0,Rural
31,175,0,Rural
31,177,2,Metropolitan Statistical Area
31,179,0,Rural
31,181,1,Micropolitan Statistical Area
31,183,0,Rural
31,185,0,Rural
32,000,NA,NA
32,001,1,Micropolitan Statistical Area
32,003,2,Metropolitan Statistical Area
32,005,1,Micropolitan Statistical Area
32,007,1,Micropolitan Statistical Area
32,009,0,Rural
32,011,1,Micropolitan Statistical Area
32,013,1,Micropolitan Statistical Area
32,015,0,Rural
32,017,0,Rural
32,019,2,Metropolitan Statistical Area
32,021,0,Rural
32,023,1,Micropolitan Statistical Area
32,027,0,Rural
32,029,2,Metropolitan Statistical Area
32,031,2,Metropolitan Statistical Area
32,033,0,Rural
32,510,2,Metropolitan Statistical Area
33,000,NA,NA
33,001,1,Micropolitan Statistical Area
33,003,0,Rural
33,005,1,Micropolitan Statistical Area
33,007,0,Rural
33,009,1,Micropolitan Statistical Area
33,011,2,Metropolitan Statistical Area
33,013,1,Micropolitan Statistical Area
33,015,2,Metropolitan Statistical Area
33,017,2,Metropolitan Statistical Area
33,019,1,Micropolitan Statistical Area
34,000,NA,NA
34,001,2,Metropolitan Statistical Area
34,003,2,Metropolitan Statistical Area
34,005,2,Metropolitan Statistical Area
34,007,2,Metropolitan Statistical Area
34,009,2,Metropolitan Statistical Area
34,011,2,Metropolitan Statistical Area
34,013,2,Metropolitan Statistical Area
34,015,2,Metropolitan Statistical Area
34,017,2,Metropolitan Statistical Area
34,019,2,Metropolitan Statistical Area
34,021,2,Metropolitan Statistical Area
34,023,2,Metropolitan Statistical Area
34,025,2,Metropolitan Statistical Area
34,027,2,Metropolitan Statistical Area
34,029,2,Metropolitan Statistical Area
34,031,2,Metropolitan Statistical Area
34,033,2,Metropolitan Statistical Area
34,035,2,Metropolitan Statistical Area
34,037,2,Metropolitan Statistical Area
34,039,2,Metropolitan Statistical Area
34,041,2,Metropolitan Statistical Area
35,000,NA,NA
35,001,2,Metropolitan Statistical Area
35,003,0,Rural
35,005,1,Micropolitan Statistical Area
35,006,0,Rural
35,007,0,Rural
35,009,1,Micropolitan Statistical Area
35,011,0,Rural
35,013,2,Metropolitan Statistical Area
35,015,1,Micropolitan Statistical Area
35,017,1,Micropolitan Statistical Area
35,019,0,Rural
35,021,0,Rural
35,023,0,Rural
35,025,1,Micropolitan Statistical Area
35,027,1,Micropolitan Statistical Area
35,028,1,Micropolitan Statistical Area
35,029,1,Micropolitan Statistical Area
